"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,27.69861,"B","Break"
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,27.7263,"B","Break"
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,27.51105,"B","Break"
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,27.12371,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,26.9448,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,26.23339,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,25.6465,"B","Break"
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,25.7474,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,25.60902,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,25.65595,"B","Break"
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,25.03186,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,23.85264,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,23.19023,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,22.89205,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,22.68723,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,22.74878,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,21.79385,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,21.62467,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,22.08141,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,22.11204,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,22.27231,,
"FIN","Finland","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,21.57682,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","1998","1998","PER","Persons","3","Thousands",,,1449.3,"B","Break"
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","1999","1999","PER","Persons","3","Thousands",,,1517.15,"B","Break"
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2000","2000","PER","Persons","3","Thousands",,,1553,"B","Break"
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2001","2001","PER","Persons","3","Thousands",,,1592.425,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2002","2002","PER","Persons","3","Thousands",,,1608.55,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2003","2003","PER","Persons","3","Thousands",,,1625.525,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2004","2004","PER","Persons","3","Thousands",,,1643.575,"B","Break"
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1668.925,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1705.45,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1741.3,"B","Break"
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1783.45,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1757.875,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1771.775,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1803.2,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1817,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1796.775,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1810.225,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1807.3,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1813.225,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1833.425,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1880.2,,
"FIN","Finland","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1915.35,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,65.77412,"B","Break"
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,66.08012,"B","Break"
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,66.49754,"B","Break"
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,67.27538,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,67.80408,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,68.73474,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,69.50606,"B","Break"
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,69.51465,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,69.79609,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,69.88612,"B","Break"
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,70.46772,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,71.53757,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,72.39195,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,72.89559,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,73.17097,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,73.137,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,73.96976,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,74.16694,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,74.06662,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,74.13169,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,74.02581,,
"FIN","Finland","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,74.65505,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1978","1978","PER","Persons","3","Thousands",,,172,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1979","1979","PER","Persons","3","Thousands",,,143,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1980","1980","PER","Persons","3","Thousands",,,114,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1981","1981","PER","Persons","3","Thousands",,,121,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1982","1982","PER","Persons","3","Thousands",,,135,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1983","1983","PER","Persons","3","Thousands",,,138,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1984","1984","PER","Persons","3","Thousands",,,133,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1985","1985","PER","Persons","3","Thousands",,,129,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1986","1986","PER","Persons","3","Thousands",,,138,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1987","1987","PER","Persons","3","Thousands",,,130,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1988","1988","PER","Persons","3","Thousands",,,116,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1989","1989","PER","Persons","3","Thousands",,,80,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1990","1990","PER","Persons","3","Thousands",,,82,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1991","1991","PER","Persons","3","Thousands",,,169,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1992","1992","PER","Persons","3","Thousands",,,292,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1993","1993","PER","Persons","3","Thousands",,,405,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1994","1994","PER","Persons","3","Thousands",,,408,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1995","1995","PER","Persons","3","Thousands",,,382,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1996","1996","PER","Persons","3","Thousands",,,363,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1997","1997","PER","Persons","3","Thousands",,,314,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1998","1998","PER","Persons","3","Thousands",,,283.925,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","1999","1999","PER","Persons","3","Thousands",,,261.3,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2000","2000","PER","Persons","3","Thousands",,,253.775,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2001","2001","PER","Persons","3","Thousands",,,237.7,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2002","2002","PER","Persons","3","Thousands",,,237.2,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2003","2003","PER","Persons","3","Thousands",,,234.725,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2004","2004","PER","Persons","3","Thousands",,,228.825,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,219.675,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,204.375,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,183.35,"B","Break"
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,172.125,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,220.95,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,224.3,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,208.725,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,206.825,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,219.25,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,232.1,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,252.1,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,236.75,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,233.875,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,201.825,,
"FIN","Finland","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,184.1,,
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1998","1998","PC","Percentage","0","Units",,,11.41814,"B","Break"
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1999","1999","PC","Percentage","0","Units",,,10.21153,"B","Break"
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2000","2000","PC","Percentage","0","Units",,,9.800185,"B","Break"
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2001","2001","PC","Percentage","0","Units",,,9.121559,,
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2002","2002","PC","Percentage","0","Units",,,9.081173,,
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2003","2003","PC","Percentage","0","Units",,,9.016909,,
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.816031,"B","Break"
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.37867,,
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.714881,,
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.853993,"B","Break"
"FIN","Finland","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.362757,,
